_id,글램핑 내부시설,기타 부대시설,기타 정보,기타 주변이용가능시설,문의처,바닥형태 (단위:면),사이트 간격,사이트 크기,안전시설현황,예약방법,운영기간,운영일,주변이용가능시설,주소,주요시설,카라반 내부시설,캠프 이름,캠핑장 유형,캠핑장 환경,캠핑장비대여,홈페이지,화로대
8015,침대 TV 에어컨 냉장고 유무선인터넷 난방기구 취사도구 내부화장실,,반려동물 동반 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,"소화기 (18)
방화수 (14)
방화사 (2)
화재감지기 (16)",온라인실시간예약,"봄,여름,가을,겨울",평일+주말,어린이놀이시설,강원홍천군남면남노일로1162,일반야영장(1면) 글램핑시설(14면),,몽고몽고글램핑,글램핑,강/민간,,홈페이지바로가기새창으로,개별
8016,,"유스호스텔, 음식점, 전시장",개인 트레일러 입장가능 개인 캠핑카 입장가능           반려동물 동반 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,"054-555-0001,010-3812-0003",잔디 (38),3M,,소화기 (20) 방화수 (3) 방화사 (3),,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,산책로",경북문경시호계면상무로377,일반야영장(20면) 자동차야영장사이트(18면),,성보촌캠핑장,"일반야영장,자동차야영장",숲/민간,식기,홈페이지바로가기새창으로,개별
8017,,,반려동물 동반 소형견만 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-9095-6333,테크 (4) 자갈 (17),,"5 X 6 : 4개
6 X 8 : 17개",,"전화,현장","봄,여름,가을,겨울",평일+주말,계곡물놀이,강원강릉시왕산면바람부리길69,일반야영장(21면),,바람부리별밤캠핑장관광농원(구대기리숲속관광농원),자동차야영장,산/민간,,홈페이지바로가기새창으로,개별
8018,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,대전유성구노은서로19(노은동),,,더노은로캠핑장,일반야영장,,,,개별
8019,,,개인 트레일러 입장가능 개인 캠핑카 입장가능           반려동물 동반 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,070-4774-7222,테크 (41),3M,,"소화기 (20)
방화수 (2)",,"봄,여름,가을,겨울",평일+주말,"낚시,농어촌체험시설",전남나주시우정로10(빛가람동),자동차야영장사이트(41면),,나주죽산보오토캠핑장,"일반야영장,자동차야영장,카라반","강,도심/지자체",,홈페이지바로가기새창으로,개별
8020,,,개인 트레일러 입장가능 개인 캠핑카 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,0507-1416-7170,"파쇄석 (18)
테크 (2)",3M,,소화기 (20),온라인실시간예약,"봄,여름,가을,겨울",평일+주말,,충북제천시청풍면용곡길211번길2,자동차야영장사이트(20면),,청풍호반오토캠핑장,"일반야영장,자동차야영장",호수/민간,"릴선
화로대
난방기구
식기",홈페이지바로가기새창으로,개별
8022,,,개인 캠핑카 입장가능           반려동물 동반 소형견만 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,055-964-0222,,4M,,소화기 (6),온라인실시간예약,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,산책로,해수욕",경남함양군마천면가미동길67지리산생태체험단지,자동차야영장사이트(9면),,지리산생태체험단지,일반야영장,"숲,계곡/지자체",,홈페이지바로가기새창으로,개별
8023,,,개인 트레일러 입장가능 개인 캠핑카 입장가능           반려동물 동반 소형견만 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-9533-7672,,,,소화기 (2),,"봄,여름,가을,겨울",평일+주말,낚시,경남사천시서포면월등도길36,자동차야영장사이트(30면),,월등도캠핑장,"일반야영장,자동차야영장","해변,섬/민간",,,개별
8025,,"관리사무소,캠핑테크,어린이 놀이터,카라반존,책 대여부스",반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,032-456-2650,,,,,,"봄,여름,가을,겨울",평일+주말,,인천연수구지식기반로60(송도동),,,인천송도국제캠핑장,일반야영장,해변/지자체,,홈페이지바로가기새창으로,개별
8026,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,경기가평군가평읍북한강변로274,,,가평워크샵캠핑장씨브이,일반야영장,,,,개별
8027,,,개인 트레일러 입장가능 개인 캠핑카 입장가능           반려동물 동반 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,"043-652-9222,010-3726-9228",파쇄석 (32),,,"소화기 (25)
화재감지기 (14)",온라인실시간예약,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,산책로,수상레저,낚시",충북제천시봉양읍박달로256-21제천카라반더그린,일반야영장(6면) 자동차야영장사이트(32면) 카라반(14면),"침대
TV
에어컨
냉장고
유무선인터넷
난방기구
취사도구
내부화장실",제천카라반더그린,"일반야영장,카라반",산/민간,,홈페이지바로가기새창으로,개별
8028,,,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,055-271-8111,,,,"소화기 (30)
방화수 (10)
방화사 (10)
화재감지기 (20)",온라인실시간예약,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,산책로,운동장,낚시,청소년체험시설,농어촌체험시설",경남창원시마산합포구진전면일암1길74,일반야영장(25면) 글램핑시설(3면) 카라반(4면),,더하루캠핑파크,자동차야영장,강/민간,,홈페이지바로가기새창으로,개별
8029,,걸어서 5분거리 편의점,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,032-937-0209,,3M,,"소화기 (7)
방화수 (7)
방화사 (7)
화재감지기 (7)",,"봄,여름,가을,겨울",평일+주말,,인천강화군화도면해안남로2669스페인마을,카라반(7면),"침대
TV
에어컨
냉장고
유무선인터넷
난방기구
취사도구
내부화장실",강화카라반해변(스페인마을카라반),카라반,"해변,숲/민간",,홈페이지바로가기새창으로,개별
8030,,,반려동물 동반 소형견만 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,잔디 (30),,,,,"봄,여름,가을,겨울",평일+주말,,경남의령군유곡면청정로2278,자동차야영장사이트(30면),,유곡면농촌체험랜드,일반야영장,강/민간,,,개별
8031,,,개인 트레일러 입장가능           반려동물 동반 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,"010-8851-8055,010-8075-3695","파쇄석 (20)
테크 (5)",3M,8 X 5 : 25개,소화기 (16),온라인실시간예약,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,산책로,수영장,어린이놀이시설",경북김천시아포읍대성지1길165우리동네캠핑장,일반야영장(25면),,우리동네캠핑장,일반야영장,"산,숲,계곡/민간",화로대,홈페이지바로가기새창으로,개별
8032,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,경기포천시이동면금강로6145-15,,,약사밤나무집캠핑장,일반야영장,/민간,,,개별
8033,,,개인 트레일러 입장가능 개인 캠핑카 입장가능           반려동물 동반 소형견만 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,"033-461-9990,010-4645-3831",잔디 (8) 파쇄석 (4) 맨흙 (10),,,소화기 (10),"전화,온라인실시간예약","봄,여름,가을,겨울",평일+주말,"산책로,운동장,낚시,강/물놀이",강원인제군남면무학길34,자동차야영장사이트(22면),,수산하늘풍경,일반야영장,"숲,계곡/지자체","릴선
화로대
식기",홈페이지바로가기새창으로,개별
8034,,,반려동물 동반 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-8786-0937,테크 (16),,,,온라인실시간예약,"봄,여름,가을",평일+주말,계곡물놀이,강원양양군현북면법수치길1029,일반야영장(16면),,우니메이카캠핑장양양점,자동차야영장,계곡/민간,,,개별
8035,,,개인 트레일러 입장가능 개인 캠핑카 입장가능           반려동물 동반 소형견만 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,0507-1477-9015,"파쇄석 (38)
테크 (5)",3M,,"소화기 (40)
방화수 (4)
방화사 (4)",,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,산책로",충북제천시봉양읍제원로653,일반야영장(43면),,시골학교캠핑장,자동차야영장,숲/민간,,홈페이지바로가기새창으로,개별
8036,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,070-8835-8212,,,,,,"봄,여름,가을,겨울",평일+주말,,충북괴산군청천면괴산로상신5길6-10,,,The하루만캠핑장,일반야영장,/민간,,,개별
8038,,,개인 트레일러 입장가능           반려동물 동반 소형견만 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,0507-1311-1266,잔디 (10) 테크 (3),,,"소화기 (15)
방화사 (2)
화재감지기 (5)",온라인실시간예약,"봄,여름,가을,겨울",평일+주말,"수상레저,낚시,해수욕",경북포항시북구청하면비학로1889-157,일반야영장(13면),,비손관광농원야영장,자동차야영장,"산,숲/민간",,홈페이지바로가기새창으로,개별
8040,,카라반은 전화요망,개인 캠핑카 입장가능           반려동물 동반 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,"파쇄석 (18)
테크 (12)",1M,,"소화기 (15)
화재감지기 (1)",,"봄,여름,가을,겨울",평일+주말,산책로,경기용인시처인구원삼면후평로185번길39,일반야영장(30면),,용인둥지골캠핑장,일반야영장,"산,숲/민간",,,개별
8041,,,개인 트레일러 입장가능 개인 캠핑카 입장가능           반려동물 동반 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,054-830-6064,"파쇄석 (34)
테크 (15)",3M,,"소화기 (36)
화재감지기 (16)",온라인실시간예약,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,산책로",경북의성군가음면빙계계곡길51,자동차야영장사이트(33면) 카라반(12면) 개인카라반사이트(16면),"침대
TV
에어컨
냉장고
유무선인터넷
난방기구
취사도구
내부화장실",빙계얼음골야영장,"일반야영장,카라반",숲/지자체,,홈페이지바로가기새창으로,개별
8042,,,반려동물 동반 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,031-8078-8068,"파쇄석 (16)
테크 (20)",3M,,"소화기 (39)
방화수 (4)
방화사 (4)
화재감지기 (3)",온라인실시간예약,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,산책로,운동장",경기가평군북면백둔로441,자동차야영장사이트(36면) 카라반(14면),"TV
에어컨
냉장고
유무선인터넷
난방기구
취사도구
내부화장실",연인산다목적캠핑장,일반야영장,산/지자체,,홈페이지바로가기새창으로,개별
8043,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,070-4464-7881,,,,,,"봄,여름,가을,겨울",평일+주말,,경기가평군조종면와곡길120,,,아만다키즈글램핑(아만다글램핑장),일반야영장,산/민간,,,개별
8044,,,반려동물 동반 소형견만 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-3702-9629,잔디 (20),,,,온라인실시간예약,"봄,여름,가을",주말,,강원홍천군동면후동길128번길53,일반야영장(20면),,캠프인디오,자동차야영장,산/민간,,홈페이지바로가기새창으로,개별
8045,,,개인 트레일러 입장가능 개인 캠핑카 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-8486-0855,파쇄석 (24),3M,,"소화기 (24)
방화사 (3)",온라인실시간예약,"봄,여름,가을,겨울",평일+주말,"산책로,운동장,농어촌체험시설,어린이놀이시설",경남함양군서하면육십령로2991함양라온캠핑장,자동차야영장사이트(24면),,함양라온캠핑장,자동차야영장,산/민간,,홈페이지바로가기새창으로,개별
8046,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,033-673-5816,테크 (12),,,,,"봄,여름,가을",평일+주말,계곡물놀이,강원양양군서면구룡령로1610,일반야영장(12면),,조봉야영장,자동차야영장,"숲,계곡/민간",,,개별
8047,,,개인 트레일러 입장가능 개인 캠핑카 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,"061-844-5000,010-8403-8003",테크 (6),2M,,소화기 (4),온라인실시간예약,"봄,여름,가을,겨울",평일+주말,낚시,전남고흥군금산면평산길94,일반야영장(6면),,해울림영농조합법인,자동차야영장,"해변,섬/민간",릴선,홈페이지바로가기새창으로,개별
8048,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,경북성주군수륜면백운2길51-32,,,가야산백운오토캠핑장,일반야영장,/민간,,,개별
8049,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,031-286-9111,,,,,,"봄,여름,가을,겨울",평일+주말,,"경기용인시기흥구기흥단지로406(고매동,골드훼미리콘도)",,,골드펫리조트,일반야영장,,,,개별
8050,,,반려동물 동반 소형견만 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,온라인실시간예약,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,산책로,낚시,농어촌체험시설",전북무주군무풍면오두재로96,글램핑시설(12면),,무주더스위트글램핑(13200),"일반야영장,글램핑",/민간,,홈페이지바로가기새창으로,개별
8051,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,경북울진군온정면삼덕로799,,,퀘렌시아(백암오토캠핑장),일반야영장,,,,개별
8052,,장작. 석쇠. 물. 라면. 햇반. 부탄까스,개인 트레일러 입장가능 개인 캠핑카 입장가능           반려동물 동반 소형견만 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-9689-9578,파쇄석 (10),1M,,소화기 (10) 방화수 (1) 방화사 (1) 화재감지기 (4),전화,"봄,여름,가을,겨울",평일+주말,"산책로,청소년체험시설",인천강화군길상면해안남로497-4,일반야영장(10면),,강화도크로바캠핑장,자동차야영장,"해변,섬/민간",화로대,,개별
8053,침대 TV 에어컨 냉장고 유무선인터넷 난방기구 취사도구 내부화장실,,반려동물 동반 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,"소화기 (8)
방화수 (2)
방화사 (2)
화재감지기 (8)",온라인실시간예약,"봄,여름,가을,겨울",평일+주말,"산책로,수상레저",강원춘천시남산면북한강변길888,글램핑시설(7면),,그레이스글램핑(2999),글램핑,강/민간,,홈페이지바로가기새창으로,개별
8054,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,"소화기 (8)
방화수 (1)
화재감지기 (6)",온라인실시간예약,"봄,여름,가을,겨울",평일+주말,,충남당진시고대면삼선산수목원길50,일반야영장(1면) 자동차야영장사이트(5면) 카라반(6면),,러빙유카라반캠핑장,"일반야영장,자동차야영장,카라반",산/민간,화로대,홈페이지바로가기새창으로,개별
8055,,"매점을 운영하며 매점내에 독서공간을 만들어 편안하게 쉴수 있게 합니다. 또한 실내 탁구장, 족구장, 배드민턴장, 야외 공연장 등이 있습니다.",개인 트레일러 입장가능 개인 캠핑카 입장가능           반려동물 동반 소형견만 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,"031-676-1009,010-3404-8934",파쇄석 (27),,"7 X 8 : 27개
8 X 9 : 5개",소화기 (28) 방화수 (1) 화재감지기 (1),온라인실시간예약,"봄,여름,가을,겨울",평일+주말,,경기안성시보개면신장길184,일반야영장(28면),,참살이가족캠핑장,자동차야영장,"산,숲/민간","릴선
화로대",,개별
8056,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-8565-2472,,,,,"온라인예약대기,온라인실시간예약","봄,여름,가을,겨울",평일+주말,,경기양평군단월면윗고북길56,,,달빛야영장,일반야영장,/민간,,홈페이지바로가기새창으로,개별
8057,"에어컨
난방기구",,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,파쇄석 (10),1M,,"소화기 (5)
화재감지기 (10)",,"봄,여름,가을,겨울",평일+주말,,경기김포시금포로1196(운양동),글램핑시설(10면),,행복한체험캠핑장,"자동차야영장,글램핑","강,도심/민간",,,공동취사장
8058,,,개인 트레일러 입장가능 개인 캠핑카 입장가능           반려동물 동반 소형견만 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,파쇄석 (35) 테크 (5),,,소화기 (20),온라인실시간예약,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,산책로,강/물놀이",경북청도군운문면운북로235,자동차야영장사이트(40면),,캠프1530,자동차야영장,"산,숲,계곡/민간",릴선,홈페이지바로가기새창으로,개별
8059,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,경기가평군북면화악산로636,,,다둥이네캠핑장,일반야영장,,,홈페이지바로가기새창으로,개별
8060,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,070-7727-5500,"파쇄석 (8)
테크 (6)",3M,,소화기 (14),온라인실시간예약,"봄,여름,가을,겨울",평일+주말,산책로,대전광역시유성구하기동259,자동차야영장사이트(14면),,하기숲가족캠핑장,일반야영장,"숲,도심/지자체",,홈페이지바로가기새창으로,개별
8061,,,개인 트레일러 입장가능 개인 캠핑카 입장가능           반려동물 동반 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,소화기 (15),,"봄,여름,가을,겨울",평일+주말,산책로,경북고령군덕곡면덕운로1081,자동차야영장사이트(15면),,힐링오름캠핑장,"일반야영장,자동차야영장",산/민간,,,개별
8062,,,개인 트레일러 입장가능 개인 캠핑카 입장가능           반려동물 동반 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,잔디 (10),3M,,소화기 (10),,"봄,여름,가을,겨울",평일+주말,"산책로,수상레저,해수욕,청소년체험시설",충남홍성군서부면서부서길554번길58,자동차야영장사이트(10면),,글로리아야영장,일반야영장,숲/민간,,홈페이지바로가기새창으로,개별
8063,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,전북순창군적성면마계길22-8,,,채계산구름관광농원,일반야영장,,,,개별
8064,"침대
TV
에어컨
냉장고
난방기구
취사도구
내부화장실",,개인 트레일러 입장가능 개인 캠핑카 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,041-675-8005,파쇄석 (30),3M,,"소화기 (30)
방화수 (1)",,"봄,여름,가을,겨울",평일+주말,해수욕,충남태안군원북면신두로690-57,자동차야영장사이트(30면) 글램핑시설(20면),,신두리정원오토캠핑야영장,"일반야영장,글램핑","해변,숲/민간",,홈페이지바로가기새창으로,개별
8065,,,개인 트레일러 입장가능 개인 캠핑카 입장가능           반려동물 동반 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-2434-5121,파쇄석 (17),2M,,소화기 (17),전화,"봄,여름,가을,겨울",평일+주말,산책로,경기파주시광탄면부흥로206-9,일반야영장(25면) 자동차야영장사이트(17면),,무지개캠핑장,일반야영장,계곡/민간,,,개별
8066,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,제주특별자치도서귀포시남원읍남조로861-83,,,제주산내들여행사,자동차야영장,,,,개별
8067,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,경기포천시관인면담터길339,,,담터금학캠핑장,일반야영장,,,,개별
8068,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,031-965-5852,,,,,,"봄,여름,가을,겨울",평일+주말,,경기고양시덕양구흥도로281-1(도내동),,,은지가족야영장,일반야영장,,,,개별
8069,,찜질방,개인 트레일러 입장가능           반려동물 동반 소형견만 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-8824-9480,,,,"소화기 (15)
방화수 (1)",전화,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,산책로,청소년체험시설",강원원주시흥업면승안동길242-56,자동차야영장사이트(11면),,명봉산솔밭관광농원오토캠핑장,자동차야영장,숲/민간,"릴선
화로대
난방기구",,개별
8070,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,강원인제군북면미시령로1796,,,선바위야영장,일반야영장,,,,개별
8071,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,경기남양주시수동면지둔로445번길98,,,벨하우스글램핑,일반야영장,,,,개별
8072,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,경기화성시송산면송산서로420번길102-20,,,탄도호캠핑장,일반야영장,,,홈페이지바로가기새창으로,개별
8073,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,"010-8879-2470,010-5372-8282",,,,,,"봄,여름,가을,겨울",평일+주말,,강원정선군남면광락로349-30,,,파인트리캠핑장,일반야영장,,,,개별
8074,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,광주광산구탑동길345(지산동),,,광산구국민여가친환경오토캠핑장,일반야영장,,,,개별
8075,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,경남하동군옥종면호계천로202,,,도둑골신규,일반야영장,,,,개별
8076,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,경북경주시강동면호국로3150-56,,,무릉관광농원,일반야영장,,,,개별
8077,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,경북포항시북구송라면해안로2952,,,솔밭캠핑장(솔밭황토방펜션캠핑장),일반야영장,,,,개별
8078,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,충청남도예산군덕산면사동리56-46,,,주식회사제이에스글로벌,일반야영장,,,,개별
8079,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,041-642-0556,,,,,,"봄,여름,가을,겨울",평일+주말,,충청남도보령시천북면학성리242-28,,,바다야놀자,일반야영장,,,,개별
8080,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,강원평창군봉평면흥정계곡4길71-7,,,물과별캠핑장,일반야영장,,,홈페이지바로가기새창으로,개별
8081,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,,경북성주군수륜면보월로8-23,,,남작골농촌체험휴양마을야영장,일반야영장,,,,개별
8082,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,"소화기 (6)
방화수 (1)",,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,산책로",경북고령군덕곡면백리로391-16,자동차야영장사이트(7면),,우니메이카고령점,자동차야영장,산/민간,,,개별
